start_station_id,average_duration
2733.03,365.45454545454544
2782.02,398.1818181818182
2832.03,240.0
2872.02,168.0
2883.03,200.0
2912.08,247.05882352941177
2923.01,280.0
2932.01,206.47058823529412
2951.05,210.0
2961.05,252.0
2971.02,120.0
3000.08,160.0
3007.05,90.0
3011.03,313.5
3019.02,240.0
3046.03,320.0
3050.03,500.0
3056.05,432.0
3084.05,405.0
3090.06,184.13793103448276
3093.07,400.0
3117.05,344.2105263157895
3125.09,276.9230769230769
3129.08,520.0
3135.04,300.0
3138.09,281.53846153846155
3161.02,231.42857142857142
3166.03,200.0
3169.07,416.0
3178.02,457.5
3192.05,289.6551724137931
3199.01,400.0
3202.06,440.0
3208.07,312.0
3211.06,420.0
3230.01,420.0
3233.06,345.0
3240.15,371.25
3243.02,380.0
3253.01,480.0
3266.01,452.3076923076923
3272.01,351.42857142857144
3275.03,395.625
3280.04,270.0
3283.05,450.0
3303.01,249.47368421052633
3306.03,427.5
3315.05,570.0
3344.02,360.0
3347.03,303.8709677419355
3353.04,325.7142857142857
3356.05,270.0
3376.02,396.0
3379.03,360.0
3385.06,405.0
3388.02,390.0
3394.03,600.0
3420.01,341.8181818181818
3426.02,440.0
3428.02,405.0
3451.01,360.0
3457.03,420.0
3460.01,400.0
3460.02,393.6
3460.04,240.0
3492.04,282.3529411764706
3498.09,456.0
3501.01,540.0
3507.04,293.3333333333333
3515.01,320.0
3523.06,375.0
3532.02,321.8181818181818
3538.09,380.0
3547.04,420.0
3555.04,300.0
3564.04,289.5652173913044
3579.04,416.8421052631579
3588.01,360.0
3596.04,185.2173913043478
3611.02,426.0
3620.02,500.0
3628.11,340.0
3651.04,504.85714285714283
3665.06,198.21428571428572
3668.04,297.0
3696.05,245.26315789473685
3699.07,413.0769230769231
3704.04,323.0769230769231
3704.08,161.8348623853211
3707.01,216.0
3722.04,516.6233766233767
3731.11,497.14285714285717
3736.03,156.66666666666666
3736.04,116.25
3739.06,280.0
3762.08,501.42857142857144
3771.06,468.57142857142856
3776.05,220.0
3779.02,154.28571428571428
3803.05,477.77777777777777
3803.09,462.14285714285717
3811.05,336.6666666666667
3834.1,466.04651162790697
3842.08,439.6551724137931
3847.04,274.2857142857143
3850.03,372.63157894736844
3865.05,481.1111111111111
3874.01,463.40425531914894
3879.04,305.45454545454544
3882.01,377.5
3887.03,315.0
3905.15,458.1818181818182
3914.02,424.61538461538464
3919.07,308.92561983471074
3922.02,335.0
3928.08,360.0
3931.09,248.57142857142858
3940.04,385.2
3946.07,375.7142857142857
3955.05,360.0
3960.01,416.8421052631579
3972.08,345.7142857142857
3978.13,436.0
3981.1,396.0
3987.06,445.7142857142857
3993.03,452.3076923076923
3996.01,428.8524590163934
4001.09,355.38461538461536
4010.01,380.3883495145631
4010.13,352.5
4010.15,398.1818181818182
4013.08,325.0
4019.06,300.0
4028.03,425.7692307692308
4028.04,388.125
4033.06,444.0
4042.08,348.69565217391306
4045.01,309.6
4051.01,397.89473684210526
4054.02,366.0
4060.09,389.4339622641509
4066.15,466.7307692307692
4074.03,396.3636363636364
4077.04,306.9230769230769
4077.07,358.0
4086.05,356.3636363636364
4086.06,289.09090909090907
4095.03,442.0
4095.1,427.27272727272725
4101.17,411.219512195122
4107.05,419.2105263157895
4107.13,462.5581395348837
4110.1,288.8888888888889
4116.08,281.9047619047619
4119.04,400.0
4124.04,477.39130434782606
4125.07,338.7096774193548
4128.08,309.6774193548387
4134.06,362.3076923076923
4137.1,227.14285714285714
4143.03,443.265306122449
4143.04,400.64516129032256
4148.07,422.3076923076923
4151.01,376.8
4157.1,330.0
4157.15,241.95652173913044
4166.08,249.64285714285714
4169.04,420.0
4175.14,285.4945054945055
4175.15,331.7142857142857
4184.07,274.54545454545456
4190.06,271.6666666666667
4193.14,383.3333333333333
4199.12,322.90909090909093
4202.04,390.0
4205.06,515.0
4208.11,361.2244897959184
4214.03,462.85714285714283
4217.02,384.17910447761193
4222.02,446.0
4225.14,338.4
4228.02,600.0
4231.04,374.48275862068965
4237.01,540.0
4237.02,552.8571428571429
4243.01,420.0
4244.06,600.0
4249.1,364.8979591836735
4255.05,483.75
4258.07,421.3636363636364
4263.12,346.90909090909093
4266.03,429.09090909090907
4278.03,528.75
4281.08,348.57142857142856
4285.09,480.0
4290.08,341.53846153846155
4298.05,420.0
4307.13,450.0
4317.05,600.0
4319.07,522.0
4322.06,310.0
4327.09,514.2857142857143
4330.09,462.85714285714283
4336.01,408.75
4339.01,458.9189189189189
4345.11,263.55828220858893
4348.07,452.43243243243245
4354.05,378.2022471910112
4354.07,400.0
4362.04,401.09589041095893
4366.01,600.0
4368.05,476.8421052631579
4371.01,453.0769230769231
4377.04,379.59183673469386
4380.08,498.94736842105266
4386.05,316.875
4392.04,408.0
4395.04,366.62983425414365
4395.07,384.8780487804878
4399.03,540.0
4404.1,371.42857142857144
4413.08,453.80281690140845
4419.03,408.0
4422.04,476.1290322580645
4422.05,487.2
4425.02,546.6666666666666
4428.02,422.89156626506025
4432.1,520.0
4434.06,440.0
4437.01,303.77358490566036
4441.06,540.0
4446.01,408.2706766917293
4446.05,406.4516129032258
4452.01,466.04651162790697
4452.03,462.1276595744681
4455.1,480.0
4455.11,480.0
4461.01,403.6842105263158
4461.04,393.1707317073171
4474.01,465.0
4476.03,369.0
4479.06,377.14285714285717
4479.08,358.6885245901639
4483.1,540.0
4488.08,422.5
4488.09,434.70588235294116
4494.04,429.3333333333333
4497.09,501.70212765957444
4507.07,480.0
4510.04,325.531914893617
4513.06,359.0769230769231
4513.09,356.0
4517.03,417.14285714285717
4519.02,468.75
4519.04,460.0
4526.01,527.5
4528.01,490.5882352941176
4531.05,443.2258064516129
4546.04,413.0
4546.05,448.69565217391306
4550.05,540.0
4553.04,342.5
4560.01,427.5
4565.04,380.5970149253731
4565.06,382.8813559322034
4568.01,497.6470588235294
4582.05,460.0
4587.02,289.811320754717
4591.04,288.0
4596.05,361.9148936170213
4596.09,245.625
4600.09,505.7142857142857
4605.04,390.0
4608.01,471.7241379310345
4611.03,450.3225806451613
4614.04,435.0
4617.01,415.2
4620.02,392.04545454545456
4623.02,443.0769230769231
4628.05,373.09090909090907
4628.07,339.7402597402597
4632.1,406.6666666666667
4634.02,418.0
4637.06,381.1764705882353
4640.01,416.3636363636364
4645.04,446.0869565217391
4645.09,402.54545454545456
4651.02,393.46153846153845
4654.01,408.0
4656.03,374.3478260869565
4659.02,413.6842105263158
4663.02,420.0
4663.06,307.05882352941177
4665.02,246.42857142857142
4668.08,292.5
4672.01,420.0
4677.01,226.59574468085106
4677.06,356.3414634146341
4680.05,421.6666666666667
4683.02,442.2857142857143
4689.03,452.0
4692.01,406.0
4695.04,316.15384615384613
4697.01,212.4
4700.06,425.3333333333333
4707.03,234.08450704225353
4707.04,318.8888888888889
4710.06,379.2307692307692
4713.01,310.2439024390244
4715.01,365.2173913043478
4718.08,379.4117647058824
4721.01,346.95652173913044
4724.03,368.4
4729.01,283.030303030303
4732.04,397.6470588235294
4732.08,364.2857142857143
4735.03,279.1304347826087
4735.16,312.0
4743.04,458.1818181818182
4748.07,362.67857142857144
4751.01,350.2325581395349
4756.04,215.25
4759.02,357.2307692307692
4762.04,249.23076923076923
4762.05,155.78947368421052
4765.07,420.0
4768.02,306.6666666666667
4775.01,378.0
4781.03,215.2173913043478
4781.05,290.625
4784.02,320.0
4789.03,337.2413793103448
4792.03,287.4193548387097
4798.02,384.0
4801.04,361.15384615384613
4804.02,392.72727272727275
4807.02,301.7142857142857
4812.02,320.0
4812.04,348.62068965517244
4816.02,369.2307692307692
4816.05,324.0
4818.03,406.875
4821.03,412.0
4821.06,340.90909090909093
4821.1,388.69565217391306
4824.03,351.06382978723406
4829.01,363.9130434782609
4832.07,351.1111111111111
4837.03,240.0
4840.06,407.04545454545456
4846.01,166.35071090047393
4847.03,287.14285714285717
4850.04,415.2
4853.06,342.85714285714283
4856.05,360.0
4861.05,399.64285714285717
4864.09,363.6363636363636
4873.08,324.54545454545456
4880.11,369.09090909090907
4883.03,393.04347826086956
4889.06,186.0
4890.11,237.0
4895.03,429.5238095238095
4895.09,398.57142857142856
4898.02,453.9130434782609
4903.08,353.57142857142856
4903.09,461.25
4906.07,434.0
4914.03,390.0
4920.11,317.4193548387097
4921.04,320.0
4927.04,423.2432432432432
4931.05,305.7142857142857
4936.01,460.0
4936.14,453.75
4939.07,366.5625
4947.04,346.8
4953.04,307.8186968838527
4954.07,326.6666666666667
4956.02,374.0
4962.01,303.1578947368421
4962.08,297.6
4963.13,236.0
4965.01,360.0
4968.03,414.2857142857143
4971.01,300.0
4979.07,384.0
4987.06,291.3157894736842
4990.01,252.0
4993.02,313.77777777777777
4993.13,301.8181818181818
4993.15,570.0
4994.1,380.0
4996.08,414.7368421052632
5001.08,331.31868131868134
5002.09,198.46153846153845
5004.02,345.4054054054054
5010.02,329.2307692307692
5018.06,432.22222222222223
5024.09,349.23664122137404
5025.02,306.6666666666667
5027.02,367.27272727272725
5034.03,288.57142857142856
5036.06,243.75
5043.06,313.84615384615387
5045.05,430.3448275862069
5051.01,314.3478260869565
5051.02,385.84615384615387
5059.02,361.2371134020619
5062.01,480.95238095238096
5065.04,318.41584158415844
5065.1,308.7437185929648
5065.12,272.32876712328766
5065.14,280.18099547511315
5066.03,315.0
5068.02,369.64285714285717
5074.08,235.76470588235293
5082.08,404.11764705882354
5084.03,432.63157894736844
5090.06,438.0
5093.01,480.0
5096.11,388.54368932038835
5099.02,378.75
5099.03,388.42105263157896
5105.09,306.0
5106.04,340.4651162790698
5108.01,378.57142857142856
5114.06,392.2543352601156
